Label,sample_type,CLO_C,CLO_4o,CL_C,CL_4o,UBERON_C,UBERON_4o,BTO_C,BTO_4o,UBERON_t2t,BTO_t2t,CLO_t2t,CL_t2t
SW403,CL,CLO_0009215,CLO_0008654,CL_0011108,CL_0000000,UBERON_0001155,UBERON_0000000,BTO_0000033,BTO_0005982,-,BTO_0000033,CLO_0009215,CL_1000403
GM10266_male_B-cells,CL,CLO_0029187,CLO_0000227,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000468,-,BTO_0002471,CL_0000015,BTO_0001655,CLO_0029187,CL_0000015
WA01,CL,-,CLO_0041826,CL_0002322,CL_2000010,UBERON_0000922,UBERON_0002320,BTO_0006060,BTO_0005084,-,BTO_0006060,CLO_0026333,-
A549 TGFb,CL,CLO_0001601,CLO_0000511,CL_0000082,CL_0002131,UBERON_0002048,UBERON_0000468,BTO_0000018,BTO_0000007,-,BTO_0005816,CLO_0001601,-
small-cell gastrointestinal carcinoma cell line:ECC4,CL,CLO_0051398,CLO_0006979,CL_0002253,CL_0000000,UBERON_0001052,UBERON_0000000,-,BTO_0003200,UBERON_0002108,BTO_0005544,DOID_77,UBERON_0002108
GM19239_male_B-cells_lymphoblastoid_cell_line,CL,CLO_0027144,CLO_0002452,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0000029,-,BTO_0000274,UBERON_0016392,BTO_0000773,CLO_0027144,CL_0017005
MDA-MB-361,CL,CLO_0007636,CLO_0007701,CL_0002327,CL_2000044,UBERON_0000310,UBERON_0000000,BTO_0001569,BTO_0000401,GO_1904948,BTO_0001569,CLO_0007636,GO_1904948
CAPAN1,CL,CLO_0002197,CLO_0007876,CL_0002079,CL_0000000,UBERON_0000017,UBERON_0000000,BTO_0002744,BTO_0000240,NCBITAXON_9596,BTO_0002744,CLO_0002197,CL_0000960
MCF7L-P,CL,-,CLO_0007771,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0001197,CL_0002072,-,CLO_0007606,CL_0002072
HFL-1,CL,CLO_0003733,CLO_0003196,CL_0002553,CL_0000341,UBERON_0002048,UBERON_0000468,BTO_0002582,BTO_0000273,UBERON_8000005,BTO_0002582,CLO_0003733,PR_P36888
leiomyoblastoma cell line:G-402,CL,CLO_0003435,CLO_0007573,CL_1000497,CL_0000000,UBERON_0002113,UBERON_0000000,BTO_0000678,BTO_0000219,CL_0000056,BTO_0002694,CLO_0000057,CL_0000056
GM18508,CL,CLO_0024919,CLO_0051502,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000000,UBERON_0010508,-,CLO_0024919,-
Hep-3B2-1-7,CL,CLO_0003703,CLO_0000925,CL_0000182,CL_0000000,UBERON_0002107,UBERON_0000000,-,BTO_0000904,-,BTO_0004116,CLO_0003702,-
RWPE1,CL,CLO_0008905,CLO_0003143,CL_0002231,CL_0000000,UBERON_0002367,UBERON_0000000,BTO_0003709,BTO_0000458,-,BTO_0003709,CLO_0008905,-
C666-1,CL,-,CLO_0000533,-,CL:null,UBERON_0001728,UBERON:null,BTO_0004805,BTO_0001888,-,BTO_0004805,CLO_0018798,-
SKNDZ,CL,CLO_0009054,CLO_0002331,CL_0000031,CL_0008001,UBERON_0000955,UBERON_0000955,BTO_0004217,BTO_0002908,-,-,CLO_0009953,-
MDA-MB-231p27CK-DD_breast_cancer_cells_phosphimimetic_p27_cell_line,CL,CLO_0007634,CLO_0008117,CL_0002327,CL_0002329,UBERON_0000310,UBERON_0000310,BTO_0000815,BTO_0000250,-,BTO_0000356,DOID_1612,-
MCF7_Invasive_ductal_breast_carcinoma,CL,CLO_0007606,CLO_0002871,CL_0002327,CL_0002320,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0000270,UBERON_0000310,BTO_0002844,DOID_3008,UBERON_0000310
HEK,CL,-,CLO_0003684,CL_1000497,CL_0000011,UBERON_0002113,UBERON_0010753,BTO_0002733,BTO_0003847,UBERON_0001567,BTO_0003182,CLO_0007306,-
TC32,CL,-,CLO_0050567,-,CL_0000236,UBERON_0002204,UBERON_0002046,BTO_0004227,BTO_0005246,-,BTO_0004227,CLO_0002113,-
GM20000_B-cells,CL,CLO_0028368,CLO_0002329,CL_0000236,CL_0000945,UBERON_0000178,UBERON_0000178,-,BTO_0002072,UBERON_0000028,BTO_0005717,CLO_0028368,CARO_0000000
iPSC,CL,CLO_0037307,CLO_0006653,CL_0002248,CL_0001034,-,UBERON_0000000,-,BTO_0003241,CL_4030035,BTO_0006081,CLO_0037336,CL_4030035
acute myeloid leukemia (FAB M2) cell line:NKM-1,CL,CLO_0009850,CLO_0050747,CL_0000763,CL_0002678,UBERON_0000178,UBERON_0002048,-,BTO_0003677,CL_0000763,BTO_0001883,DOID_9119,PR_000014362
A549_dexamethasone_8h,CL,CLO_0001601,CLO_0002871,CL_0000082,CL_0000182,UBERON_0002048,UBERON_0001460,BTO_0000018,BTO_0000009,-,-,CLO_0001601,-
SET-2_WT_GSK-LSD1,CL,-,CLO_0002979,CL_0000553,CL_0000162,UBERON_0002371,UBERON_0002113,-,BTO_0003061,UBERON_0002109,-,IAO_0000100,-
adrenal cortex adenocarcinoma cell line:SW-13,CL,CLO_0009209,CLO_0001070,CL_1001601,-,UBERON_0009753,UBERON_0001235,-,BTO_0002971,CL_0002097,BTO_0000851,DOID_3959,CL_0002097
KYSE-70,CL,CLO_0007137,CLO_0002991,CL_0000076,CL_0000000,UBERON_0001043,UBERON_0000000,-,BTO_0003206,-,BTO_0004461,CLO_0007137,-
NCI-H441,CL,CLO_0008087,CLO_0007672,CL_0000158,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0001910,BTO_0001098,-,BTO_0001910,CLO_0008087,-
BEAS-2B,CL,-,CLO_0009312,CL_0002328,CL_0000000,UBERON_0002185,UBERON_0000000,-,BTO_0000189,UBERON_0010167,BTO_0002923,CLO_0001925,CL_0002215
SNF02.2_PRC2 WT,CL,-,CLO_0037291,CL_0002573,CL_0000000,UBERON_0000010,UBERON_0000000,-,BTO_0000000,-,-,-,-
TTC1240_SMARCB1_delCC,CL,-,CLO:0008031,CL_1000497,CL:0000000,UBERON_0002113,UBERON:0000000,-,BTO:0000000,-,-,CLO_0050312,-
P493,CL,-,CLO_0050493,CL_0000236,CL_0000493,UBERON_0000178,UBERON_0000493,BTO_0003291,BTO_0000493,-,BTO_0003291,CLO_0035875,-
226LDM,CL,-,CLO_0031109,CL_0002326,CL_0008001,UBERON_0000310,UBERON_0000468,-,BTO_0001415,-,-,CLO_0001198,-
HCT116_IFN-beta_1h,CL,CLO_0003665,CLO_0007169,CL_0011108,CL_0002325,UBERON_0001155,UBERON_0001071,BTO_0001109,BTO_0002761,GO_0032609,BTO_0001109,CLO_0003665,GO_0032606
H54,CL,-,CLO_0007764,CL_0000125,CL_0000192,UBERON_0000955,UBERON_0002361,-,BTO_0003825,-,-,CLO_0003607,-
David_TC71,CL,CLO_0009879,CLO_0002062,CL_0001035,CL_0000057,UBERON_0002481,UBERON_0000178,BTO_0002604,BTO_0001171,UBERON_0009098,BTO_0004733,-,UBERON_0009097
CD4_CD25-_T-cells,CL,-,CLO_0037292,CL_0000084,CL_0000624,UBERON_0000178,UBERON_0000466,-,BTO_0001301,PR_000001380,-,PR_000001380,PR_000001380
GM10248,CL,CLO_0029222,CLO_0003672,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0000362,-,-,CLO_0029222,ENSEMBL_ENSG00000174807
WSU-DLCL2,CL,CLO_0037068,CLO_0008072,CL_0000236,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0006472,-,-,CLO_0037068,-
A-498,CL,-,CLO_0007862,CL_1000497,CL_0000000,UBERON_0002113,UBERON_0000000,-,BTO_0000000,-,BTO_0003769,CLO_0035882,-
Ramos,CL,CLO_0008738,CLO_0002563,CL_0000236,CL:0000236,UBERON_0000178,UBERON:0000468,BTO_0003079,BTO:0000324,UBERON_3000367,BTO_0003076,CLO_0008738,PATO_0000402
SK-N-DZ,CL,CLO_0009054,CLO_0002869,CL_0000031,CL_0000000,UBERON_0000955,UBERON_0000000,BTO_0004217,BTO_0000292,-,BTO_0004217,CLO_0009054,CL_0002280
hereditary spherocytic anemia cell line:WIL2-NS,CL,CLO_0009604,CLO_0022394,CL_0000945,CL_0000000,UBERON_0002106,UBERON_0000000,-,BTO_0000571,UBERON_0001869,BTO_0000231,DOID_12971,CL_0000524
K562_myelogenous_leukemia_NABUT,CL,CLO_0007059,CLO_0003685,CL_0000763,CL_0000740,UBERON_0002371,UBERON_0013365,BTO_0000664,BTO_0002076,PR_000001836,BTO_0005322,DOID_8692,PR_000014362
Calu-1,CL,CLO_0002191,CLO_0001671,CL_0000076,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0002940,BTO_0000215,UBERON_0002395,BTO_0002940,CLO_0002191,-
A139_ER-_PR-_HER2-_breast_cancer_cells,CL,-,CLO_0008002,CL_0002327,CL_0002321,UBERON_0000310,UBERON_0000310,-,BTO_0000208,UBERON_0018538,BTO_0000150,DOID_1612,PR_000007204
DLD,CL,CLO_0002785,CLO_0002881,CL_0011108,CL_0000000,UBERON_0001155,UBERON_0000000,BTO_0000391,BTO_0000191,UBERON_0003105,BTO_0000391,CLO_0002785,-
Jurkat_E6_1_T-cells,CL,CLO_0007043,CLO_0000947,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0000467,BTO_0000661,BTO_0000220,CL_0000084,BTO_0000661,CLO_0007043,CL_0000084
NCI-H69_p8-15,CL,CLO_0008105,CLO_0007599,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0003022,BTO_0000098,UBERON_2000852,BTO_0003022,CLO_0003609,-
mesothelioma cell line:Mero-48a,CL,-,CLO_0003661,CL_0000077,CL_0000499,UBERON_0002048,UBERON_0000175,-,BTO_0005646,CL_0000077,BTO_0002424,CL_0000077,CL_0000077
GM-6114,CL,CLO_0023641,CLO_0002597,CL_0002553,CL_0001045,UBERON_0002048,UBERON_0002392,-,BTO_0007330,-,-,CLO_0023641,-
WA01_H1_human_embryonic_stem_cells_EMB,CL,-,CLO_0003673,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0009236,BTO_0006060,BTO_0003243,UBERON_0000068,BTO_0001086,CLO_0037280,CL_0002322
MRC-5_MRC5_1DPT,CL,CLO_0007865,CLO_0002450,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0004173,BTO_0001590,BTO_0000290,PR_000001308,BTO_0001590,CLO_0007865,PR_000002972
CRC107_colorectal_cancer_metastatic_stem_cells,CL,-,CLO_0037294,CL_0000034,CL_0008019,UBERON_0001155,UBERON_0000000,-,BTO_0000000,UBERON_0013067,BTO_0001615,DOID_9256,CL_0000034
KG-1,CL,CLO_0007093,CLO_0002396,CL_0000235,CL_0000000,UBERON_0002371,UBERON_0000000,BTO_0000670,BTO_0000564,-,BTO_0000670,CLO_0007094,-
KYSE150,CL,CLO_0007129,CLO_0002871,CL_0000076,CL_0000000,UBERON_0001043,UBERON_0000000,BTO_0002427,BTO_0002856,PR_000001833,BTO_0002427,CLO_0007129,PR_000001833
BJEL,CL,-,CLO_0008072,CL_1001608,CL_0000031,UBERON_0001332,UBERON_0006920,-,BTO_0002392,-,BTO_0003807,CLO_0037212,-
AGS_gastric_adenocarcinoma,CL,CLO_0001686,CLO_0007872,CL_0002178,CL_0000182,UBERON_0000945,UBERON_0001160,BTO_0001007,BTO_0000276,UBERON_0000424,BTO_0000036,DOID_3717,UBERON_0001162
PFSK1_primitive_neuroectodermal_tumor,CL,CLO_0008425,CLO_0007325,CL_0000057,CL_0000000,UBERON_0000955,UBERON_0000010,-,BTO_0001177,UBERON_0002346,BTO_0004258,DOID_168,UBERON_0002346
HepG2 Hepatocellular Carcinoma Cell Line,CL,CLO_0003704,CLO_0007670,CL_0000182,CL_0000169,UBERON_0002107,UBERON_0002107,BTO_0000599,BTO_0001241,CL_0000182,BTO_0000578,DOID_684,CL_0000182
HN12,CL,-,CLO_0051859,CL_0000076,CL_0000001,UBERON_0001723,UBERON_0003882,BTO_0005040,BTO_0003086,-,BTO_0005040,CLO_0003788,-
KBM7-derived near haploid cells,CL,-,CLO_0031345,CL_0000763,CL_0018050,UBERON_0000178,UBERON_0000479,BTO_0005775,BTO_0004069,CL_0000413,BTO_0006333,CL_0000413,CL_0000413
DLD1_WT,CL,CLO_0002785,CLO_0007767,CL_0011108,CL_0000000,UBERON_0001155,UBERON_0000000,BTO_0000391,BTO_0000013,-,BTO_0000391,CLO_0002785,-
HFF_foreskin_fibroblast_OHT_SHBPTF,CL,-,CLO_0003684,CL_1001608,CL_0000057,UBERON_0001332,UBERON_0000989,-,BTO_0000569,CL_1001608,BTO_0002245,CL_1001608,CL_1001608
SET-2_insR_GSK-LSD1,CL,-,CLO_0050857,CL_0000553,CL_0000236,UBERON_0002371,UBERON_0001062,-,BTO_0001435,-,-,-,-
LOXIMVI,CL,-,CLO_0006052,CL_2000000,CL_0000000,UBERON_0001003,UBERON_0000000,-,BTO_0004916,-,BTO_0004151,CLO_0037130,UBERON_0004380
SUM159PT-BT-474,CL,CLO_0009918,CLO_0002761,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0004928,BTO_0001437,-,BTO_0004928,CLO_0009918,-
MCF7-Tet-On,CL,-,CLO_0009224,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0000462,-,-,CLO_0007606,CL_0002450
BT549,CL,CLO_0002044,CLO_0002597,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0002548,BTO_0000252,-,BTO_0002548,CLO_0002044,-
MT4H1,CL,-,CLO_0007229,CL_0000988,CL_0000000,UBERON_0000178,UBERON_0000000,-,BTO_0006719,-,-,CLO_0007891,-
cord blood derived cell line:COBL-a 24h infection(-C),CL,-,CLO_0000304,CL_0000988,CL_0000047,UBERON_0002331,UBERON_0001981,-,BTO_0000740,CL_0000081,BTO_0002667,CL_0000081,CL_0000081
LNCaP_R1881 4h,CL,CLO_0007365,CLO_0002905,CL_0002231,CL_0000492,UBERON_0002367,UBERON_0002315,BTO_0001321,BTO_0001001,-,BTO_0001321,CLO_0037116,-
H3122_LR,CL,CLO_0037033,CLO_0050467,CL_0000082,CL_0002371,UBERON_0002048,UBERON_0002367,-,BTO_0006038,BSPO_0000017,-,CLO_0037033,PR_000001381
SK-LMS-1_WT,CL,CLO_0009038,CLO_0052115,CL_0000192,CL_0000000,UBERON_0000995,UBERON_0000000,BTO_0002607,BTO_0004743,-,-,CLO_0007338,-
MaMel,CL,-,CLO_0037300,CL_0000499,CL_0000743,UBERON_0001007,UBERON_0003105,-,BTO_0000717,UBERON_0001752,BTO_0004475,NCBITAXON_55057,UBERON_0001752
SNU638,CL,-,CLO_0007782,CL_0002659,CL_0000000,UBERON_0000945,UBERON_0000000,BTO_0003478,BTO_0002028,-,BTO_0003478,CLO_0036651,-
H7 UTXKO,CL,-,CLO_0007083,CL_0002322,CL_0000182,-,UBERON_0000473,BTO_0006061,BTO_0002279,-,-,-,-
DU145_prostate_carcinoma,CL,CLO_0002840,CLO_0007623,CL_0002231,CL_0002324,UBERON_0002367,UBERON_0002367,BTO_0001332,BTO_0004272,UBERON_0002367,BTO_0002021,DOID_10286,UBERON_0002367
WT 9-12_control_vehicle,CL,-,CLO_0037307,CL_1000497,CL_0000146,UBERON_0002113,UBERON_0000468,-,BTO_0000843,GO_0051726,-,GO_0006936,GO_0051726
MCF10A_Nutlin3A,CL,CLO_0007599,CLO_0007871,CL_0002327,CL_0002327,UBERON_0000310,UBERON_0001062,BTO_0001939,BTO_0001461,-,BTO_0001939,CLO_0007599,-
GLC16_DMSO,CL,-,CLO_0007971,CL_0000082,CL_0000169,UBERON_0002048,UBERON_0000468,-,BTO_0002767,-,BTO_0002385,CLO_0002096,-
A375 DMSO,CL,CLO_0001582,CLO_0002704,CL_2000000,CL_0000000,UBERON_0001003,UBERON_0000000,BTO_0002806,BTO_0000443,-,BTO_0002806,CLO_0001581,-
J4_Mantle cell lymphoma tissue_THZ1,CL,-,CLO:0007987,CL_0000236,CL:0000829,UBERON_0000178,UBERON:0000021,-,BTO:0005167,UBERON_0000479,BTO_0004472,UBERON_0000479,UBERON_0000479
GIST-2_KIT e11,CL,-,CLO_0050856,CL_0002319,CL_0000000,UBERON_0001555,UBERON_0000000,-,BTO_0000000,PR_000002065,-,PR_000002065,ENSEMBL_ENSG00000157404
Neuroblastoma_NB1,CL,-,CLO_0002426,CL_0000031,CL_0000000,UBERON_0001016,UBERON_0000000,BTO_0005103,BTO_0000202,CL_0000031,BTO_0000931,EFO_0000621,CL_0000031
SK-N-BE_2_-C,CL,CLO_0009053,CLO:0007633,CL_0000031,CL:0000000,UBERON_0001016,UBERON:0000000,BTO_0004782,BTO:0000218,CL_0000570,-,CLO_0001912,CL_0000968
H9_0Dox,CL,CLO_0003612,CLO_0008366,CL_0000084,CL_0002321,UBERON_0000178,UBERON_0003087,BTO_0001944,BTO_0003787,-,-,CLO_0003612,-
H1_Derived_Mesenchymal_Stem_Cells,CL,-,CLO_0032738,CL_0000134,CL_0000134,UBERON_0003104,UBERON_0002116,BTO_0003298,BTO_0000844,CL_0000134,BTO_0003298,CL_0000134,CL_0000134
SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W,CL,-,CLO_0007836,CL_0000501,CL_0000057,UBERON_0000992,UBERON_0002113,-,BTO_0003287,-,-,-,-
TE5,CL,CLO_0009287,CLO_0002490,CL_0000076,CL_0000000,UBERON_0001043,UBERON_0000000,-,BTO_0001302,-,-,CLO_0001521,-
BT474,CL,CLO_0002042,CLO_0001018,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0001932,BTO_0000220,-,BTO_0001932,CLO_0002042,CL_1000474
lncaparmo-ar-dht100nm,CL,CLO_0007365,CLO_0002481,CL_0002231,CL_0002328,UBERON_0002367,UBERON_0001981,BTO_0001321,BTO_0000742,UBERON_2002053,BTO_0001321,CLO_0037116,-
KLM-1,CL,CLO_0050104,CLO_0003684,CL_0002079,CL_0000000,UBERON_0001264,UBERON_0000000,-,BTO_0002107,UBERON_0008878,BTO_0005079,CLO_0007338,-
OCI-LY19_diffuse_large_B-cell_lymphoma,CL,CLO_0037052,CLO_0007971,CL_0000236,CL_0000236,UBERON_0002371,UBERON_0002384,-,BTO_0003052,UBERON_2000193,BTO_0002521,DOID_0060058,CL_4033027
GM12878 lymphoblastoid,CL,CLO_0022851,CLO_0007767,CL_0000236,CL_0000945,UBERON_0000178,UBERON_0000468,BTO_0006353,BTO_0001493,UBERON_0016392,BTO_0000773,CLO_0022851,CL_0017005
THP1_1_high,CL,CLO_0009348,CLO_0000048,CL_0000576,CL_0000231,UBERON_0000178,UBERON_0002432,BTO_0001370,BTO_0000006,UBERON_0000376,BTO_0001376,UBERON_0000376,UBERON_0000376
SF767,CL,-,CLO_0007648,CL_0000125,CL_NULL,UBERON_0000955,UBERON_NULL,BTO_0001557,BTO_0001168,-,BTO_0001557,CLO_0024649,-
MCF-7_NS,CL,CLO_0007606,CLO_0002324,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000093,BTO_0000324,-,-,CLO_0007601,-
NCI-H2107_p8-15,CL,CLO_0008051,CLO_0007791,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0002242,-,BTO_0003764,CLO_0008051,-
MCF_7,CL,CLO_0007606,CLO_0001925,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,BTO_0000093,BTO_0000062,UBERON_0016857,BTO_0000093,CLO_0007601,-
MV411_DMSO,CL,CLO_0007906,CLO_0034877,CL_0000235,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0006413,BTO_0002766,-,BTO_0004479,CLO_0035591,-
osteoclastoma cell line:Hs 706.T,CL,CLO_0004066,CLO_0007019,CL_0002092,CL_0000092,UBERON_0002371,UBERON_0004288,-,BTO_0000343,CL_0000092,BTO_0000969,CL_0000092,CL_0000092
clear cell carcinoma cell line:TEN,CL,CLO_0050884,CLO_0037305,CL_0002149,CL_0000000,UBERON_0001295,UBERON_0000000,-,BTO_0003845,PATO_0000964,BTO_0002787,DOID_4467,PATO_0000964
NCI-H650,CL,CLO_0008101,CLO_0007804,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0004079,BTO_0002765,-,BTO_0003764,CLO_0008101,-
LM7,CL,-,CLO_0002881,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0000000,-,BTO_0000562,-,BTO_0006333,CLO_0008681,-
MIC,CL,-,CLO_0050665,CL_0001035,CL_0000362,UBERON_0002481,UBERON_0006376,-,BTO_0002011,NCBITAXON_10088,BTO_0000078,NCBITAXON_10088,NCBITAXON_10088
cholangiocellular carcinoma cell line:HuH-28,CL,CLO_0050855,CLO_0007647,CL_1000488,CL_0000000,UBERON_0002107,UBERON_0000000,-,BTO_0000686,CL_1000488,BTO_0002932,CL_1000488,CL_1000488
CCRF-CEM_T_acute_lymphoblastic_leukemia,CL,CLO_0002334,CLO_0007487,CL_0000084,CL_0000765,UBERON_0000178,UBERON_0002352,BTO_0000736,BTO_0000199,PR_000016043,BTO_0000731,DOID_5603,PR_000016043
squamous cell lung carcinoma cell line:EBC-1,CL,CLO_0050039,CLO_0009010,CL_0000076,CL_0002327,UBERON_0002048,UBERON_0002035,-,BTO_0003670,CL_0000076,BTO_0002202,DOID_3907,CL_0000076
GM15850 LCLs (FRDA),CL,CLO_0027780,CLO_0003572,CL_0000945,CL_0000233,UBERON_0000178,UBERON_0000468,-,BTO_0002199,-,-,CLO_0027780,-
RMS246_PAX3-NCOA1,CL,-,CLO_0007863,CL_0000737,CL_0000055,UBERON_0002036,UBERON_0000178,BTO_0001802,BTO_0002945,-,-,-,-
NT2-D1_embryonic_carcinoma,CL,CLO_0008207,CLO_0007819,CL_0002248,CL_0000282,UBERON_0000473,UBERON_0000922,BTO_0000946,BTO_0001321,UBERON_0008816,BTO_0005511,DOID_3308,CL_0002322
AG04450_fibroblasts,CL,-,CLO_0001522,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0006232,-,BTO_0000702,UBERON_2005246,BTO_0000452,CLO_0034832,CL_0000057
MOLM-13_sgSIK3e4,CL,CLO_0009848,CLO_0007168,CL_0000763,CL_0000000,UBERON_0000178,UBERON_0000000,BTO_0004175,BTO_0007029,-,BTO_0004175,CLO_0007342,-
PC3_GSK126,CL,CLO_0008395,CLO_0050093,CL_0002231,CL_0002321,UBERON_0002367,UBERON_0002384,BTO_0001061,BTO_0002781,-,-,CLO_0034862,-
HCC1143_ductal_breast_carcinoma,CL,CLO_0003630,CLO_0006846,CL_0002327,CL_0002325,UBERON_0000310,UBERON_0000310,-,BTO_0000132,UBERON_0000310,BTO_0002844,DOID_3007,UBERON_0000310
SUIT2 WT,CL,CLO_0037114,CLO_0008000,CL_1001433,CL:0000003,UBERON_0000017,UBERON:0000468,BTO_0003493,BTO:0002137,UBERON_0006337,BTO_0003493,CLO_0037114,-
HCC95_squamous_cell_lung_carcinoma,CL,-,CLO_0007686,CL_0000076,CL_0000069,UBERON_0002048,UBERON_0008953,-,BTO_0002094,UBERON_0001695,BTO_0003613,DOID_3907,CL_0000076
LK-2,CL,CLO_0050064,CLO_0002303,CL_0000076,CL:0000057,UBERON_0002048,UBERON:0000000,-,BTO:0000303,UBERON_0001913,BTO_0003326,CLO_0007318,UBERON_0001913
TE7,CL,CLO_0009319,CLO_0003043,CL_0000076,CL_0000010,UBERON_0001043,UBERON_0002371,-,BTO_0003979,-,-,CLO_0009319,-
NCI-H1299,CL,CLO_0007986,CLO_0002833,CL_0000082,CL_0000000,UBERON_0002048,UBERON_0000000,BTO_0002552,BTO_0000723,-,BTO_0002552,CLO_0007986,-
Human Podocyte Cell Line AB8/13,CL,-,CLO_0008143,CL_0002518,CL_0000653,UBERON_0001230,UBERON_0002397,-,BTO_0000815,CL_0000653,BTO_0002295,CLO_0037381,CL_0000653
GIST-T1,CL,-,CLO_0002875,CL_0002319,CL_2000002,UBERON_0000945,UBERON_0002405,-,BTO_0003170,UBERON_6003020,BTO_0006566,CLO_0037343,CL_0000958
KMS-11_Plasma_cell_myeloma,CL,-,CLO_0002893,CL_0000786,CL_0000785,UBERON_0002371,UBERON_0000178,BTO_0003932,BTO_0001873,CL_0000786,BTO_0000392,CL_0000786,CL_0000786
MC-IXC,CL,CLO_0007615,CLO_0009238,CL_0000057,CL_0000000,UBERON_0000955,UBERON_0000479,BTO_0005372,BTO_0000246,-,BTO_0005227,CLO_0007615,-
CLB-PE,CL,-,CLO_0002138,CL_0000031,CL:0000057,UBERON_0001016,UBERON:0001062,-,BTO:0000852,UBERON_0013128,-,-,CL_0002303
mycosis fungoides T cell lymphoma cell line:HuT 102 TIB-162,CL,CLO_0004303,CLO_0009470,CL_0000084,CL_0002624,UBERON_0000178,UBERON_0002405,-,BTO_0003371,CL_0000521,BTO_0000104,CLO_0004303,-
BGO3_embryonic_stem_cells,CL,-,CLO_0001786,CL_0002322,CL_0002322,UBERON_0000922,UBERON_0000922,-,BTO_0001197,UBERON_0000068,BTO_0001086,CLO_0037279,CL_0002322
MCF7L-P_FOXA1-Dox,CL,-,CLO_0002899,CL_0002327,CL_0002324,UBERON_0000310,UBERON_0000113,-,BTO_0000225,-,-,CLO_0007606,-
COBL-a,CL,-,CLO_0007198,CL_0000988,CL_0000097,UBERON_0002331,UBERON_0000178,-,BTO_0005816,UBERON_2005230,BTO_0000266,-,CL_0005003
HCC95,CL,-,CLO_0003676,CL_0000076,CL_0000000,UBERON_0002048,UBERON_0000000,-,BTO_0004976,PR_P41597,BTO_0006027,CLO_0001652,PR_P06307
HCC1428,CL,CLO_0003637,CLO_0002393,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0005040,UBERON_0014288,BTO_0000406,CLO_0003637,PR_P06307
MCF7_Invasive_ductal_breast_carcinoma_CHX_10UM,CL,CLO_0007606,CLO_0002771,CL_0002327,CL_0002148,UBERON_0000310,UBERON_0000310,BTO_0000093,BTO_0001247,UBERON_0000310,BTO_0002844,DOID_3008,UBERON_0000310
peripheral neuroectodermal tumor cell line:KU-SN,CL,CLO_0050141,CLO_0007664,CL_0002319,CL_0008021,UBERON_0002481,UBERON_0001017,-,BTO_0005756,CL_2000032,BTO_0004261,DOID_3369,CL_2000032
HCC1599_WO,CL,CLO_0003641,CLO_0002362,CL_0002327,CL_0000000,UBERON_0000310,UBERON_0000000,-,BTO_0001197,-,-,CLO_0003641,-
GIST-10_PDGFRA e1,CL,-,CLO_0050768,CL_0002319,CL_0000350,UBERON_0001555,UBERON_0000000,-,BTO_0003660,-,-,CLO_0002857,PR_000002030
GP5d_colon_adenocarcinoma_SIRAD21,CL,CLO_0003555,CLO_0051991,CL_0011108,CL_0000182,UBERON_0001155,UBERON_0001155,-,BTO_0000367,UBERON_0001155,BTO_0000032,DOID_234,UBERON_0001155
SK-MEL-147,CL,-,CLO_0002524,CL_0000148,CL_0000000,UBERON_0001003,UBERON_0000000,-,BTO_0002868,UBERON_0004147,BTO_0004475,CLO_0003133,-
SHEP-21N_DOX_2h,CL,-,CLO_0002852,CL_0000031,CL_0000000,UBERON_0001016,UBERON_0000000,BTO_0004654,BTO_0002264,UBERON_0006612,-,-,-
OECM1_oral_cavity_squamous_cell_carcinoma,CL,-,CLO_0050841,CL_0000076,CL_0002051,UBERON_0001828,UBERON_0003676,BTO_0003964,BTO_0003043,UBERON_0000167,BTO_0003614,UBERON_0000167,UBERON_0000167
EW-3,CL,-,CLO_0002959,CL_0001035,CL_0000000,UBERON_0002481,UBERON_0000000,-,BTO_0002180,NBO_0000073,-,CLO_0009866,-
