Label,Type,CLO_id,CL_id,UBERON_id,BTO_id
MyoFibrob_E,CT,-,CL_0000186,UBERON_0002384,BTO_0001946
Fibroblast - Dermal donor5,CT,-,CL_0002620,UBERON_0002067,BTO_0004419
peripheral blood monocyte-derived SC cells,CT,-,CL_0002573,UBERON_0013756,BTO_0001220
GIST-9_PDGFRA e18,CL,-,CL_0002088,UBERON_0005409,-
MCF7_Invasive_ductal_breast_carcinoma_SIGATA,CL,CLO_0007606,CL_0002326,UBERON_0008367,BTO_0000093
DAOY_medulloblastoma,CL,-,CL_0001064,UBERON_0002037,-
G523NS_glioblastoma,CL,CLO_0025931,CL_0000340,UBERON_0001017,-
spinal cord fetal donor1,A,-,-,UBERON_0002240,BTO_0001279
SCC25,CL,CLO_0008967,CLO_0000240,UBERON_0007367,BTO_0006418
Th1_t-infiltrating,CT,-,CL_0000545,UBERON_0000479,BTO_0002417
ATN-1,CL,CLO_0001757,-,-,BTO_0006125
RWPE2,CL,CLO_0008906,CL_0002231,UBERON_0002367,BTO_0005994
MM074_Primary_Melanoma,CT,-,CL_0000148,UBERON_0001003,BTO_0000848
SupB15 ACY1035,CL,-,CL_0017006,UBERON_0012429,-
Osteoblast Primary Cells,CT,-,CL_0000062,UBERON_0002481,BTO_0001593
BICR-31,CL,CLO_0009943,-,-,-
BI_CD4p_CD25-_CD45ROp_Memory,CT,-,CL_0000904,-,-
Mesenchymal Stem Cells - hepatic donor2,CT,-,CL_0000134,UBERON_0002107,BTO_0003298
CD14-positive_monocyte,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
IMR90_lung_fibroblasts_SENES_SHLUC,CL,CLO_0006951,CL_0002553,UBERON_0002048,BTO_0001229
monocyte-derived dendritic cells_0h,CT,-,CL_0011031,UBERON_0013756,BTO_0002900
pro_B,CT,-,CL_0000826,UBERON_0002371,BTO_0003104
Pancreatic islets,A,-,-,UBERON_0000006,BTO_0000991
Foreskin_keratinocyte,CT,-,CL_1001606,UBERON_0001471,BTO_0005481
acute myeloid leukemia (FAB M4) cell line:HNT-34,CL,CLO_0009367,CL_0000835,UBERON_0002371,-
brain_1,A,-,-,UBERON_0000955,BTO_0000142
Capillary_1_G,CT,-,CL_0002144,UBERON_0001982,BTO_0004956
clear cell carcinoma cell line:JHOC-5,CL,CLO_0006999,CL_2000064,UBERON_0000992,-
Aska-BAF47KO1 shSSX,-,-,-,-,-
medial frontal gyrus - adult donor10196,A,-,-,UBERON_0016525,BTO_0000484
BI_CD4_Memory_Primary_7pool,CT,-,CL_0000897,UBERON_0013756,BTO_0003435
lymphoblast,CT,-,CL_0000051,UBERON_0002371,B-lymphoblast : <BTO_0001528>
CD14+ monocytes - treated with Cryptococcus donor1,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
foreskin_melanocyte_2,CT,-,CL_2000000,UBERON_0001332,BTO_0000847
HT3,CL,CLO_0004286,CL_1001575,UBERON_0000002,BTO_0002534
DND_41,CL,-,CL_0002420,UBERON_0006051,-
HBEC_2,CT,-,CL_0002328,UBERON_0002031,BTO_0002922
DHL-4,CL,CLO_0037061,CL_0000844,UBERON_0010422,BTO_0004076
cord blood derived cell line:COBL-a 24h infection,CL,CLO_0000617,CL_2000095,UBERON_0012168,BTO_0002667
HT1080_WT,CL,-,CLO_0001064,UBERON_0007845,BTO_0001282
dermal_fibroblast,CT,-,CL_0002620,UBERON_0002067,BTO_0004419
mesenchymal precursor cell - ovarian cancer left ovary donor3,CT,-,CL_0000134,UBERON_0002119,BTO_0003298
aortic valve interstitial cells,CT,-,CL_4030032,UBERON_0002137,BTO_0004577
NCI-H69_DMSO,CL,CLO_0035699,CL_0001064,UBERON_0002048,BTO_0003022
Mac-2A_ALK-,CL,-,CLO_0001063,UBERON_0001744,BTO_0005048
GBM_B39,CL,CLO_0003456,CLO_0001064,UBERON_0001017,BTO_0005949
T47D_invasive_ductal_carcinoma_PROG,CL,CLO_0009251,CL_0002326,UBERON_0001911,BTO_0001248
HUVEC_VEGF_4h,CL,CLO_0004306,CL_0000115,UBERON_0002066,BTO_0001520
MCF7_Invasive_ductal_breast_carcinoma_SHCTR_E2,CL,CLO_0007606,CL_4033058,UBERON_0008367,BTO_0000093
PK-LCLs,CT,-,CL_0017006,UBERON_0000178,BTO_0002878
CD34_cells_DMSO,CT,-,CL_0002043,UBERON_0014778,BTO_0004408
AMIPS8,-,-,-,-,-
pulmonary arterial smooth muscle cells_PAH1_sictrl,CT,-,CL_0002591,UBERON_0002012,BTO_0003336
U2OS_osteosarcoma_SHNS,CL,-,CL_0001064,UBERON_0002481,BTO_0001938
neural_progenitors,CT,-,CL_0011020,UBERON_0003053,BTO_0002881
MDP,CT,-,CL_0001019,UBERON_0012429,-
PC_9,CL,CLO_0035599,CL_0000082,UBERON_0002048,BTO_0005518
Purified AT2 cells,CT,-,CL_0010003,UBERON_0004821,BTO_0000538
Brain angular gyrus,A,-,-,-,-
HK-2,CL,CLO_0003771,CL_0002306,UBERON_0005151,BTO_0003575
amniotic membrane cells donor2,CT,-,CL_0002640,UBERON_0005630,BTO_0004660
right ventricle 3y,A,-,-,UBERON_0002080,BTO_0001630
I10_Mantle cell lymphoma tissue_THZ1,CL,-,CL_0009037,UBERON_0001744,BTO_0004472
2223_GBM,-,-,-,-,-
Capillary_2_C,CT,-,CL_0002144,UBERON_0001982,BTO_0004956
CD4+CD25-CD45RA- memory conventional T cells donor3,CT,-,CL_0000897,UBERON_0001969,-
SH-EP,CL,CLO_0000930,CL_0000066,UBERON_0001236,BTO_0000932
osteosarcoma cell line:143B/TK^(-)neo^(R),CL,CLO_0001088,CLO_0001064,UBERON_0002481,BTO_0003167
Parietal_and_chief_stomach,CT,-,-,UBERON_0004995,BTO_0004492
PC9,CL,-,CL_0000082,UBERON_0000115,BTO_0002553
acute myeloid leukemia (FAB M4eo) cell line:EoL-1,CL,CLO_0002932,CL_0000832,UBERON_0002371,BTO_0002405
adipose-tissue,A,-,-,UBERON_0001013,BTO_0001487
CD34_cells_ACY957,CT,-,CL_0002043,UBERON_0002371,BTO_0000725
BT16,CL,CLO_0002040,CL_0001064,UBERON_0001017,BTO_0005951
liposarcoma cell line:KMLS-1,CL,-,CLO_0001064,UBERON_0001013,-
T Cell,CT,-,CL_0002419,UBERON_0003483,BTO_0000782
GBM_IDHmut5661,CL,-,CL_0001063,UBERON_0001017,BTO_0005949
LMPP_frozen_BM0828,CT,-,CL_0000838,UBERON_0002371,BTO_0004731
BPE_mammary_epithelial_cells,CL,CLO_0037194,CL_0002326,UBERON_0001911,BTO_0002768
Hair Follicle Dermal Papilla Cells donor3,CT,-,CL_0000346,UBERON_0000412,BTO_0005569
AT2_D,CT,-,CL_0002063,UBERON_0004821,BTO_0000538
CD20,CT,-,CL_0000785,UBERON_0001744,BTO_0000776
697,CL,CLO_0020769,CL_0017006,UBERON_0012429,BTO_0001969
Lymphoid_placenta,CT,-,CLO_0000914,UBERON_0001987,BTO_0000782
hTERT_KD,CT,-,CL_0000578,-,BTO_0006092
dopaminergic-neuron,CT,-,CL_2000097,UBERON_0001943,BTO_0004032
HMS001,CL,CLO_0012827,-,-,-
mid-neurogenesis-radial-glial-cells,CT,-,CL_0000681,UBERON_0014950,BTO_0002606
be2c,CL,CLO_0009053,CL_0001064,UBERON_0001236,BTO_0004782
mesenchymal precursor cell - adipose donor3,CT,-,CL_0002570,UBERON_0001013,BTO_0005198
MCF-7_estradiol,CL,CLO_0007606,CL_4033058,UBERON_0001911,BTO_0000093
Blue1_sporadic_Burkitt_lymphoma,CL,CLO_0050272,CL_0000844,UBERON_0001744,-
Matrix_Fibrob_2_J,CT,-,CL_0000057,UBERON_0002384,BTO_0000452
bladder adult pool1,A,-,-,UBERON_0001255,BTO_0001418
H9_naive,CL,-,CL_0002322,-,BTO_0001581
ascending_aorta,A,-,-,UBERON_0001496,BTO_0000157
MDA-MB-453_breast_adenocarcinoma_MPA,CL,CLO_0035988,CL_0002326,UBERON_0001911,BTO_0001908
SH-SY5Y_untreat,CL,-,CL_0000338,UBERON_0001236,BTO_0000793
retinoblastoma_xenograft,CT,-,CL_4023129,UBERON_0000966,BTO_0002919
A549_3h_only,CL,-,CL_0002063,UBERON_0002299,BTO_0001911
B Cell,CT,-,CL_0000945,UBERON_0001744,BTO_0000776
Ciliated_epithelial_lung,CT,-,CL_0002368,UBERON_0000115,BTO_0004533
H1_hESC_2,CL,CLO_0037280,CL_0002322,-,BTO_0001581
MPAL1_T1_4,CT,-,-,UBERON_0002371,BTO_0005579
Intestinal_epithelial_2,CT,-,CL_0002563,UBERON_0001277,BTO_0005937
NEC8,CL,CLO_0007303,-,UBERON_0011983,BTO_0006542
GBM17,CT,-,CLO_0001064,UBERON_0016526,BTO_0000527
Mesenchymal stem cells - adipose donor0,CT,-,CL_0002570,UBERON_0001013,BTO_0004752
Rectal_Smooth_Muscle,A,-,-,UBERON_0018112,BTO_0001260
CD34_cells_FETAL,CT,-,CL_0002043,UBERON_0012429,BTO_0000725
EM CD8+ ab T (VB),CT,-,CL_0000913,-,BTO_0003435
3752,-,-,-,-,-
colorectal-cancer,CT,-,CL_1001588,UBERON_0013067,BTO_0001914
EndoC-betaH2,CL,CLO_0037235,CL_0000168,UBERON_0000006,BTO_0000716
HSMM cell derived Skeletal Muscle Myotubes Cells,CT,-,CL_0008003,UBERON_0001134,BTO_0004392
BT168_glioblastoma_stem_cells,CL,-,CL_0000047,-,BTO_0005951
CLB-MA,CL,CLO_0003248,-,UBERON_0011510,BTO_0005288
gastrointestinal carcinoma cell line:ECC12,CL,CLO_0022438,CL_0011108,UBERON_0001555,BTO_0003139
Lymphoid_Myeloid_muscle,CT,-,CL_0000542,UBERON_0002385,-
LCL_lymphoblastoid_cell_line,CT,-,CL_0000945,-,BTO_0001522
SW872_YAP5SA,CL,-,CLO_0001064,UBERON_0001013,BTO_0003744
HSPC,CT,-,CL_0000037,UBERON_0002371,BTO_0000725
CV-1,-,-,-,-,-
MKL-1,CL,CLO_0031472,CL_0000165,UBERON_0001003,BTO_0005909
Ciliary Epithelial Cells donor1,CT,-,CL_0002304,UBERON_0001775,BTO_0006170
GM04604,CL,-,CL_0017006,UBERON_0000178,BTO_0002062
HeLa-S3 Cervical Carcinoma Cell Line,CL,CLO_0003696,CL_1001587,UBERON_0000002,BTO_0000568
AzH-G2/M,CL,CLO_0001745,-,-,-
MDA-MB-157,CL,CLO_0007632,CL_0002327,UBERON_0001911,BTO_0006218
Adrenoc_5,CT,-,CL_0002097,UBERON_0001235,BTO_0005817
LNCaP95_shARfl_DHT,CL,CLO_0007365,CL_0002231,UBERON_0002367,BTO_0001321
SHEP with tetracycline inducible MYC_DOX_6HR,CL,CLO_0000052,CL_0002676,UBERON_0000013,BTO_0000932
WHIM12,CL,-,CL_0002326,UBERON_0001911,BTO_0001912
NCI-H460,CL,CLO_0008089,CL_0000082,UBERON_0000175,BTO_0002207
Megakaryo_spleen,CT,-,CL_0000556,UBERON_0002106,BTO_0000843
left ventricle,A,-,-,UBERON_0002084,BTO_0001629
Vascular_endo_spleen,CT,-,CL_0000115,UBERON_0002106,BTO_0001854
HMLER,CT,-,CL_0002326,UBERON_0001911,BTO_0002768
Stromal_placenta_1,CT,-,CL_2000061,UBERON_0001987,BTO_0003952
GMP2mid_LS_BM1137,CT,-,CL_0000557,UBERON_0002371,-
IMEC WT,-,-,-,-,-
DAOY,CL,-,CL_0001064,UBERON_0002037,-
thymocytes,CT,-,CL_0000893,UBERON_0002370,BTO_0001372
RH3,CL,CLO_0008713,CL_0001064,UBERON_0001134,BTO_0005383
hT85_organoid,A,-,-,-,-
JD-LCLs,CT,-,CL_0017006,UBERON_0034769,BTO_0002062
Colon_Crypt_3,A,-,-,UBERON_0001984,BTO_0000271
TEX-HIST1H3F-WT-Rx_cells,CL,-,-,-,-
GIST-3_KIT e11,CL,-,CL_0002088,UBERON_0005409,-
MonoMac6,CL,CLO_0007588,CL_0000576,UBERON_0002390,BTO_0002333
MC615 Cells,-,-,-,-,-
Glomerulus,A,-,-,UBERON_0000074,BTO_0000530
Multipotent Cord Blood Unrestricted Somatic Stem Cells donor2,CT,-,CLO_0002569,UBERON_0012168,BTO_0002667
Fibroblast - Pulmonary Artery donor1,CT,-,CL_0002557,UBERON_0002012,BTO_0000764
hTERT-HME1,CL,CLO_0009820,CL_0002326,UBERON_0001911,BTO_0002768
Endothelial Cells - Umbilical vein donor2,CT,-,CL_0002618,UBERON_0002066,BTO_0001520
JHU-029_laryngeal_squamous_cell_carcinoma,CL,CLO_0035966,CL_0000076,UBERON_0001737,BTO_0003888
CD19_Primary_Cells_Peripheral_UW,CT,-,CL_0001201,UBERON_0013756,BTO_0000776
brain_microvascular_endothelial_cell,CT,-,CL_2000044,UBERON_0016565,BTO_0003636
CD14_LPS,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
CD19+_CD10+_CD44low_CXCR4+_B_cells,CT,-,CL_0001201,UBERON_0010392,BTO_0005244
Hs-352-Sk,-,-,-,-,-
mesenchymal precursor cell - adipose donor1,CT,-,CL_0002570,UBERON_0001013,BTO_0005198
iPS_DF_19_11,CL,CLO_0037308,CL_0002248,UBERON_0003585,BTO_0006078
Erythrob_heart,CT,-,CL_0000765,UBERON_0002349,BTO_0001571
RL,CL,CLO_0008828,CL_0000844,UBERON_0000029,BTO_0006365
NCI-H1299-wtSMARCA4_Dox_SAHA,CL,-,CLO_0001064,UBERON_0002048,BTO_0002552
GBM_4218_0,CL,CLO_0036938,CLO_0001064,UBERON_0001017,BTO_0005949
Brain Substantia Nigra,A,-,-,UBERON_0002038,BTO_0000143
"HSCe_71y_CD34+,CD38-,Lineage-",CT,-,CL_0001024,UBERON_0002371,BTO_0000725
carcinoid cell line:SK-PN-DW,CL,-,CL_0000165,-,-
Capillary_1_I,CT,-,CL_0002144,UBERON_0001982,BTO_0004956
Syn_vil_cytoTrophobs_4,CT,-,CL_2000060,UBERON_0007106,BTO_0006119
Wilms' tumor cell line:HFWT,CL,-,CL_0001064,UBERON_0002113,BTO_0005224
MDA-MB-231_ER?WT_0min,CL,-,CL_0002326,UBERON_0001911,BTO_0000815
RS4_11_AZD1775 _4h,CL,CLO_0018976,CL_0017006,UBERON_0012429,BTO_0004505
Hu5,CL,-,-,-,BTO_0004444
TC797,CL,CLO_0037509,CL_0002128,UBERON_0016857,BTO_0002571
Fibroblast - Choroid Plexus donor1,CT,-,CL_0002549,UBERON_0001886,BTO_0000452
